S 农业科学 
            S782.2+6 小楞装车 
          S782.3 贮材和保管 
            S782.31 木材干燥 
            S782.33 木材防腐 
            S782.39 木材防火 
          S782.5 运材 
            S782.51 木材陆运学 
            S782.53 木材水运学 
        [S784] 木材加工工业 
        [S785] 木（竹）材化学加工工业 
        [S786] 森林副产品采集 
        S788 森林环境资源的利用 
          S788.1 森林资源医疗、保健 
          S788.2 森林旅游（游憩） 
          S788.9 其他 
        S789 森林副产品的综合利用 
          S789.1 树皮 
          S789.2 树脂、树胶、树液 
          S789.3 树枝、树根 
          S789.4 树叶 
          S789.5 果实 
          S789.7 种子 
          S789.8 寄生物 
          S789.9 其他林副产品 
      S79 森林树种 
              S791/796 各种森林树种 
          01 生物学特征 
          02 生态学特征 
          03 地理分布 
          04 育种、引种 
          05 育苗、造林 
          06 经营、经理 
          [07] 保护、病虫害防治 
          08 利用 
        S791 针叶树类 
          S791.11 苏铁 
          S791.12 贝壳杉 
          S791.13 南洋杉 
          S791.14 冷杉 
            S791.141 香脂冷杉 
            S791.142 臭冷杉 
            S791.143 紫果冷杉 
            S791.149 其他 
          S791.15 油杉 
          S791.16 黄杉 
            S791.161 花旗松 
          S791.17 铁杉 
          S791.18 云杉 
            S791.181 恩氏云杉 
            S791.182 红皮云杉 
            S791.183 黑云杉 
            S791.189 其他 
  
          S791.19 银杉 
          S791.21 雪松 
          S791.22 落叶松 
            S791.221 欧洲落叶松 
            S791.222 兴安落叶松 
            S791.223 日本落叶松 
            S791.224 美加落叶松 
            S791.225 黄花松 
            S791.226 红杉 
            S791.229 其他 
          S791.23 金钱松 
          S791.24 松 
            S791.241 华山松 
            S791.242 短叶松 
            S791.243 白皮松 
            S791.244 加勒比松 
            S791.245 赤松 
            S791.246 湿地松 
            S791.247 红松 
            S791.248 马尾松 
            S791.249 卵果松 
            S791.251 西黄松 
            S791.252 辐射松 
            S791.253 樟子松 
            S791.254 油松 
            S791.255 火炬松 
            S791.256 黑松 
            S791.257 云南松 
            S791.259 其他 
          S791.26 金松 
          S791.27 杉木 
          S791.28 台湾杉 
  
          S791.29 水松 
          S791.31 柳杉 
          S791.32 巨杉 
          S791.33 北美红杉 
          S791.34 落羽松 
          S791.35 水杉 
          S791.36 罗汉柏 
          S791.37 崖柏 
          S791.38 侧柏 
          S791.39 翠柏 
          S791.41 柏木 
          S791.42 扁柏 
          S791.43 福建柏 
          S791.44 园柏 
          S791.45 刺柏 
          S791.46 罗汉松 
          S791.47 陆均松 
          S791.48 三尖杉 
          S791.49 红豆杉、紫杉 
          S791.51 白豆杉 
          S791.52 穗花杉 
          S791.53 榧树 
        S792 阔叶乔木 
          S792.11 杨 
            S792.111 响叶杨 
            S792.112 加拿大杨 
            S792.113 青杨 
            S792.114 山杨 
            S792.115 大叶杨 
            S792.116 小叶杨 
            S792.117 毛白杨 
            S792.118 滇杨 
            S792.119 其他 
          S792.12 柳 
          S792.13 胡桃 
            S792.132 胡桃楸 
          S792.14 桤木 
          S792.15 桦木 
            S792.151 黑桦 
            S792.152 美加甜桦 
            S792.153 白桦 
            S792.159 其他 
          S792.16 水青冈（山毛榉） 
          S792.17 锥栗（栲、槠） 
          S792.18 栎 
            S792.181 麻栎 
            S792.182 槲栎 
            S792.183 小叶栎 
            S792.184 白栎 
            S792.185 枹栎(枹树) 
            S792.186 蒙栎 
            S792.189 其他 
          S792.19 榆 
          S792.21 鹅掌楸 
          S792.22 檫木 
          S792.23 樟 
          S792.24 楠木 
          S792.25 花楸 
          S792.26 槐 
          S792.27 洋槐 
          S792.28 黄檀 
          S792.29 紫檀 
          S792.31 黄檗 
          S792.32 臭椿（樗） 
          S792.33 楝 
          S792.34 美登木 
          S792.35 槭 
          S792.36 椴树 
          S792.37 梧桐 
          S792.38 柳安 
          S792.39 桉 
          S792.41 梣 
          S792.43 泡桐 
          S792.91 棕榈、槟榔 
          S792.93 木麻黄 
          S792.95 银杏 
          S792.99 其他 
        S793 阔叶灌木 
          S793.1 沙拐枣 
          S793.2 紫穗槐 
          S793.3 柠条（中间锦鸡儿） 
          S793.4 扁担木 
          S793.5 柽柳 
          S793.6 沙棘 
          S793.7 荆条 
          S793.9 其他 
        S794 特用阔叶树类 
          S794.1 橡胶树 
          S794.2 漆树 
          S794.3 油桐 
          S794.4 油茶 
          S794.9 其他 
        S795 竹 
          S795.1 茶杆竹 
          S795.2 箭竹 
          S795.3 刺竹 
          S795.4 单竹 
          S795.5 慈竹 
          S795.6 牡竹 
          S795.7 刚竹 
          S795.8 芦竹 
  
          S795.9 其他竹类 
        S796 热带树种 
    S8 畜牧、动物医学、狩猎、蚕、蜂 
      S8-0 理论与方法论 
        S8-01 畜牧现代化 
        S8-05 畜牧与其他学科的关系 
      S8-1 畜牧业现状与发展 
      [S8-9] 畜牧经济 
      S81 普通畜牧学 
        S81-0 畜牧学原理 
          {S81-05} 畜牧与其他学科的关系 
        {S81-1} 畜牧业概况 
        S811 畜牧基础科学 
          S811.1 畜牧气象学、畜牧气候学 
          [S811.2] 家畜生理学 
          [S811.3] 家畜生物物理学、生物化学 
          [S811.4] 家畜胚胎学、解剖学和组织学 
          S811.5 家畜生态学 
          [S811.6] 家畜微生物学 
          [S811.7] 家畜卫生学 
          S811.8 家畜行为学 
        S812 草地学、草原学 
          S812-0 理论与方法论 
            S812-05 草原学与其他学科的关系 
          S812.1 草原气象学 
          S812.2 草原土壤学 
          S812.3 草原类型 
          S812.4 草原培育、施肥、灌溉 
          S812.5 草原经营管理 
          S812.6 草原保护 
          S812.8 草原资源开发与利用 
          S812.9 牧场建设 
            S812.91 牧场的规划 
            S812.92 牧场地的选择 
            S812.93 牧场设计 
            S812.94 牧场组织 
            S812.95 牧场经营管理 
            S812.97 牧场类型 
        S813 畜禽遗传、选种、育种 
          S813.1 遗传 
          S813.2 选种、育种 
            S813.21 纯种繁育 
            S813.22 杂交 
            S813.23 选择与品种鉴定 
            S813.24 生长与发育 
            S813.25 外形与体质 
          S813.3 生物技术遗传育种 
          S813.8 引变和突变 
          S813.9 品种、种质资源 
  
        S814 畜禽繁殖 
          S814.1 繁殖生理学 
          S814.2 自然交配 
          S814.3 人工授精 
          S814.4 受精与妊娠 
          S814.5 孵化 
          S814.6 胚胎繁殖 
          S814.7 产仔与哺乳 
          S814.8 繁殖生物技术 
        S815 畜禽饲养管理 
          S815.1 饲养标准 
          S815.2 饲养方式与技术 
          S815.3 不同季节饲养 
          S815.4 家畜饲养管理 
          S815.5 家禽饲养管理 
          [S815.6] 野生动物饲养管理 
          S815.7 幼畜、禽饲养管理 
          S815.8 肥育 
          S815.9 畜舍管理 
        S816 饲料 
          S816.1 饲料标准 
            S816.11 饲料营养成分 
            S816.15 饲料营养价值 
            S816.17 饲料检验方法 
          S816.2 饲料化学成分 
          S816.3 饲料微生物学 
            S816.31 饲料配方 
            S816.32 饲料试验 
            S816.33 饲料贮存 
            S816.34 饲料加工生产 
            S816.35 饲料资源 
                S816.4/.8 各种饲料 
          S816.4 蛋白质饲料、能量饲料 
            S816.41 谷类或其替代物 
            S816.42 豆类 
            S816.43 油粕、棉籽 
            S816.44 米糠、麦麸、花生壳 
            S816.46 制造粕类 
            S816.48 动物质精饲料 
          S816.5 粗饲料 
            S816.5+1 青绿饲料 
            S816.5+2 干草调制 
            S816.5+3 青贮饲料 
          S816.6 发酵饲料 
            S816.6+1 “中曲”发酵饲料 
            S816.6+2 “无曲盐水”发酵饲料 
          S816.69 排泄物饲料 
          S816.7 饲料添加剂 
            S816.71 无机（矿物质）饲料 
            S816.72 微量元素 
            S816.73 抗生素 
            S816.74 香料 
            S816.75 预防药物 
            S816.79 其他 
          S816.8 配合饲料、颗粒饲料、浓缩饲料 
          S816.9 饲料加工处理与贮藏 
        S817 畜牧业的机具及设备 
          S817.1 饲料收获加工机械 
            S817.11 干草及青贮饲料收获机 
              S817.11+1 割草机 
              S817.11+2 搂草机和翻草机、耙草机 
              S817.11+3 集草机 
              S817.11+4 装车机、干草捡拾机 
              S817.11+5 干草捆草机、压捆机 
              S817.11+6 堆垛机 
              S817.11+7 青贮饲料联合收获机 
              S817.11+9 其他 
            S817.12 饲料加工机械 
              S817.12+1 切碎机 
              S817.12+2 粉碎机 
              S817.12+3 打浆机 
              S817.12+4 调制混合饲料的机械与设备 
            S817.16 运送机械及设备 
            S817.19 其他 
          S817.2 畜产品获取及初加工机械 
            S817.2+1 挤奶机械及设备 
            S817.2+2 剪毛机械及设备 
            S817.2+3 采蛋机械 
            S817.2+5 毛皮初加工机械 
            S817.2+6 蛋品初加工机械 
            S817.2+7 肉类初加工机械 
            S817.2+9 其他 
          S817.3 畜禽饲养管理机械与设备 
          S817.5 畜禽护理机械与设备 
          S817.6 畜禽繁育机械与设备 
          S817.8 草原畜牧业建设机具 
            S817.8+1 耕整地机具 
            S817.8+2 牧草种植机具 
            S817.8+3 草原保护机具 
            S817.8+4 草原排灌机具 
            S817.8+5 牧草种子收获及加工机具 
            S817.8+8 草原造林、除雪机械 
          S817.9 其他 
        S818 畜牧业电气化和自动化 
          S818.1 饲料加工电气化和自动化 
          S818.2 畜禽护理电气化和自动化 
          S818.3 畜禽产品获取电气化和自动化 
          S818.4 畜禽放牧场电气化和自动化 
          S818.5 畜禽饲养场电气化和自动化 
          S818.6 畜牧业运输工具的电气化和自动化 
          S818.9 新技术在畜牧业中的应用 
        [S819] 畜牧地理学 
      S82 家畜 
  
        S821 马 
          S821.1 生理、解剖 
          S821.2 遗传、选种、育种 
          S821.3 繁殖 
            S821.3+1 纯种繁殖 
            S821.3+2 杂交 
            S821.3+3 自然交配 
            S821.3+4 人工授精 
            S821.3+5 受精与怀孕 
            S821.3+6 胚胎移植 
          S821.4 饲养管理 
            S821.4+1 饲养标准 
            S821.4+2 定时、定量 
            S821.4+3 放牧 
            S821.4+4 冬季和夏季饲养法 
            S821.4+5 幼畜培育 
            S821.4+6 畜舍管理 
            S821.4+9 其他 
          S821.5 饲料与营养 
          S821.6 育肥 
            S821.61 饲料育肥 
            S821.62 各种催肥法 
              S821.62+1 药物催肥法 
              S821.62+2 割除催肥法 
              S821.62+3 埋藏催肥法 
              S821.62+4 放射线催肥法 
              S821.62+5 休息（睡眠）催肥法 
              S821.62+6 注射催肥法 
              S821.62+9 其他 
          [S821.7] 疾病及其防治 
          S821.8 品种 
            S821.8+1 蒙古马 
            S821.8+2 三河马 
            S821.8+3 伊犁马 
            S821.8+4 河曲马 
            S821.8+9 其他 
          S821.9 各种用途马 
            S821.9+1 乘骑用（赛马用） 
            S821.9+2 驮用 
            S821.9+3 挽用 
            S821.9+4 军用 
            S821.9+5 兼用 
            S821.9+9 其他 
              S822/829.9 各种家畜 
        S822 驴、骡 
        S823 牛 
          S823.8 品种 
            S823.8+1 黄牛 
            S823.8+3 水牛 
            S823.8+5 牦牛 
            S823.8+9 其他 
          S823.9 各种用途牛 
            S823.9+1 乳用 
            S823.9+2 肉用 
            S823.9+3 役用 
            S823.9+4 兼用 
            S823.9+9 其他 
        S824 骆驼 
        S825 鹿 
        S826 羊 
          S826.8 品种 
            S826.8+1 新疆细毛羊（兰哈羊） 
            S826.8+2 蒙古羊 
            S826.8+3 西藏羊 
            S826.8+4 哈萨克羊 
            S826.8+5 库车羊 
            S826.8+6 美利奴羊 
            S826.8+9 其他 
          S826.9 各种用途羊 
            S826.9+1 毛用 
            S826.9+2 肉用 
            S826.9+3 裘用 
            S826.9+4 乳用 
            S826.9+5 兼用 
            S826.9+9 其他 
        S827 山羊 
        S828 猪 
          S828.8 品种 
            S828.8+1 梅山猪 
            S828.8+2 金华猪 
            S828.8+3 哈尔滨白猪 
            S828.8+9 其他 
          S828.9 各种用途的猪 
            S828.9+1 肉用 
            S828.9+2 脂用 
            S828.9+5 兼用 
            S828.9+9 其他 
        S829.1 兔 
        S829.2 犬 
        S829.3 猫 
        S829.9 其他家畜 
      S83 家禽 
        S831 鸡 
          S831.1 生理、解剖 
          S831.2 遗传、育种 
          S831.3 孵化法、繁殖法 
            S831.3+1 自然孵化 
            S831.3+2 人工孵化 
          S831.4 饲养管理 
            S831.4+1 饲养标准 
            S831.4+2 定时、定量 
            S831.4+3 冬夏季饲养管理 
            S831.4+4 育雏法 
            S831.4+5 禽舍 
            S831.4+9 其他 
          S831.5 饲料与营养 
          S831.6 育肥 
          [S831.7] 疾病及其防治 
          S831.8 品种 
            S831.8+1 九斤黄鸡 
            S831.8+2 来杭鸡 
            S831.8+3 狼山鸡 
            S831.8+9 其他 
          S831.9 各种用途的鸡 
              S832/839 各种家禽 
        S832 火鸡（吐绶鸡） 
        S833 珠鸡（珍珠鸡） 
        S834 鸭 
          S834+.8 品种 
            S834+.81 北京鸭 
            S834+.83 麻鸭 
            S834+.89 其他 
        S835 鹅 
        S836 鸽 
        S839 其他 
      S85 动物医学（兽医学） 
        S851 家畜卫生及防疫 
          S851.2 兽医公共卫生学（家畜卫生学） 
  
            S851.2+1 卫生检查 
            S851.2+2 卫生用具与设备 
            S851.2+3 传染病尸体的处理 
            S851.2+4 畜禽饲养环境卫生 
            S851.2+5 畜禽运输卫生 
          S851.3 家畜流行病学、防疫 
            S851.31 家畜流行病学基本理论 
              S851.31+1 流行条件 
              S851.31+2 流行因素 
              S851.31+3 疫情调查与分析 
              S851.31+4 疫情报告与登记 
            [S851.32] 兽医防疫组织 
            S851.33 防疫措施与管理 
            S851.34 动物检疫（兽医检疫） 
              S851.34+1 兽医检疫条例 
              S851.34+2 兽医检疫组织与行政 
              S851.34+3 陆上检疫 
              S851.34+4 船舶检疫 
              S851.34+5 国境检疫 
                S851.34+5.1 国际检疫 
                  S851.34+5.1-2 国际检疫机构、团体、会议 
                    S851.34+5.1-27 国际检疫会议 
                S851.34+5.2 中国检疫 
                S851.34+5.3/.7 各国检疫 
              S851.34+7 各种动物、动物产品的检疫 
                      S851.34+7.1/.7 各种动物、动物产品的检疫 
                  01 病毒病 
                  02 细菌病 
                  03 寄生虫病 
                  09 其他 
                S851.34+7.1 家畜 
                S851.34+7.2 家禽 
                S851.34+7.31 蚕 
                S851.34+7.32 蜂 
                S851.34+7.34 水生生物 
                S851.34+7.4 野生生物 
                S851.34+7.5 动物产品 
  
                S851.34+7.6 运输工具 
                S851.34+7.7 携带、邮寄物 
            S851.35 家畜预防注射 
            S851.36 无菌、消毒 
            S851.38 家畜流行病学各论 
          S851.4 兽医卫生检验 
            S851.4+1 兽医卫生检验设备 
            S851.4+2 健畜 
            S851.4+3 动物屠宰卫生检验 
          S851.6 兽医卫生保健组织 
            [S851.61] 家畜卫生保健法令 
            S851.62 世界及各国卫生保健组织 
            S851.63 兽医卫生防疫人员 
              S851.63+1 兽医师 
              S851.63+2 兽医士、兽医助 
              S851.63+3 防疫员、卫生员 
              S851.63+4 药剂员 
            S851.64 兽医防疫宣传教育 
            S851.66 兽医器材及药品管理 
            S851.67 兽医卫生统计 
          S851.7 医疗预防机构 
          S851.9 家畜疫病的地区分布 
        S852 兽医基础科学 
          S852.1 家畜解剖学、组织学、胚胎学 
            S852.11 解剖学分类 
            S852.12 系统解剖学 
            S852.13 局部解剖学（部位解剖学） 
            S852.14 兽医各科应用解剖学 
            S852.15 家畜比较解剖学 
            S852.16 家畜组织学（显微解剖学） 
              S852.16+1 组织生物学 
              S852.16+2 组织解剖学（形态学） 
              S852.16+3 组织生理学 
              S852.16+4 组织物理学 
              S852.16+5 组织化学 
              [S852.16+6] 组织病理学（病理组织学） 
              S852.16+7 实验组织学 
          S852.2 家畜生理学、生物物理学、生物化学 
            S852.21 家畜生理学 
            S852.22 家畜生物物理学 
            S852.23 家畜生物化学 
          S852.3 家畜病理学（兽医病理学） 
            S852.31 病理解剖学与组织学 
            S852.32 病理化学 
            S852.33 病理生理学 
              S852.33+1 病因学 
              S852.33+8 发病学 
            S852.34 病理过程 
            S852.35 临床病理学（系统及内脏病理学） 
            S852.36 疫病的命名与分类 
          S852.4 家畜免疫学 
            S852.4+1 传染 
            S852.4+2 非特异性免疫性 
            S852.4+3 抗原与抗体 
            S852.4+4 毒素与抗毒素、类毒素 
            S852.4+5 凝集与凝集素 
            S852.4+6 沉淀与沉淀素 
          S852.5 血清学 
            S852.5+1 补体与补体结合、溶血素与溶菌反应 
            S852.5+2 免疫法预防（接种） 
            [S852.5+3] 血清诊断 
            [S852.5+4] 血清疗法 
            S852.5+5 变态反应(过敏性反应) 
          S852.6 家畜微生物学（兽医病原微生物学） 
            S852.61 病原细菌 
              S852.61+1 球菌 
              S852.61+2 兼性厌 醺司?
              S852.61+3 螺旋状和弯曲形细菌 
              S852.61+4 需 醺司?
              S852.61+5 厌氧无芽胞杆菌 
              S852.61+6   胞杆菌属 
                S852.61+6.3 梭菌属 
              S852.61+7 无 堪司?
              S852.61+8 分枝杆菌属 
              S852.61+9 放线菌属 
            S852.62 霉形体（支原体） 
            S852.63 螺旋体 
            S852.64 立克次氏体 
            S852.65 家畜病毒学 
              S852.65+1 猪瘟病毒 
              S852.65+2 马病毒 
              S852.65+3 牛病毒 
              S852.65+4 羊痘病毒 
              S852.65+5 犬病毒 
              S852.65+9.1 双股DNA病毒 
              S852.65+9.2 单股DNA病毒 
              S852.65+9.3 DNA和RNA反录病毒 
              S852.65+9.4 双股RNA病毒 
              S852.65+9.5 负股单股RNA病毒 
              S852.65+9.6 正股单股RNA病毒 
              S852.65+9.7 朊病毒 
            S852.66 兽医真菌学 
              S852.661 感染性病原真菌 
              S852.662 中毒性病原真菌 
            S852.67 衣原体 
            S852.69 其他 
          S852.7 家畜寄生虫学 
            S852.71 兽医临床寄生虫学 
            S852.72 兽医原虫学 
              S852.72+1 阿米巴（变形虫） 
              S852.72+2 鞭毛虫 
              S852.72+3 孢子虫 
              S852.72+4 纤毛虫 
              S852.72+9 其他原虫 
            S852.73 兽医蠕虫学 
              S852.73+1 线虫（圆虫） 
              S852.73+2 棘头虫 
              S852.73+3 环节动物 
              S852.73+4 绦虫 
              S852.73+5 吸虫 
              S852.73+9 其他 
            S852.74 兽医昆虫学 
              S852.74+1 蚊 
              S852.74+2 虻 
              S852.74+3 蝇 
              S852.74+4 虱 
              S852.74+5 蚤 
              S852.74+6 蜱、螨类 
              S852.74+7 蜘蛛 
              S852.74+9 其他 
        S853 中国兽医学 
          S853.1 中兽医理论 
          S853.2 中兽医临症医学 
            S853.21 中兽医诊断学 
            S853.23 中兽医治疗学 
            S853.24 中兽医护理学 
            S853.25 中兽医临床经验 
          S853.3 中兽医内科学 
            S853.31 传染病 
            S853.32 寄生虫病 
            S853.33 普通病 
          S853.4 中兽医外科学 
            S853.41 主要外科（疮黄毒） 
              S853.41+1 热性脓病（痈） 
              S853.41+2 附骨疽 
              S853.41+9 其他 
            S853.42 局部外科（筋骨损伤） 
            S853.43 急救外科 
            S853.44 外伤 
              S853.44+1 烫伤、火伤 
              S853.44+2 冻伤 
              S853.44+3 咬伤 
              S853.44+9 其他 
            S853.45 垂脱症 
          S853.5 中兽医其他临症各科 
            S853.51 中兽医产科 
            S853.52 幼畜疾病 
            S853.53 肿瘤 
            S853.54 神经系统病 
            S853.55 皮肤病 
            S853.56 眼疾病 
            S853.57 耳鼻咽喉疾病 
            S853.58 口腔疾病 
          S853.6 中兽医针灸疗法和其他疗法 
            S853.61 针灸疗法 
              S853.61+1 经穴（穴位） 
              S853.61+2 禁针 
              S853.61+3 经络测定 
              S853.61+4 操作法 
              S853.61+5 泻血（放血） 
              S853.61+6 子午流注 
              S853.61+7 各种针法 
              S853.61+8 灸法 
              S853.61+9 兽医针灸疗法的临症应用 
            S853.62   罐疗法 
            S853.63 按摩疗法 
            S853.69 其他疗法 
          S853.7 中兽医药物学 
            S853.71 兽医民间草药 
            S853.72 兽医中药材 
            S853.73 兽医中药制剂学 
              S853.73+1 炮制法 
              S853.73+2 剂型 
              S853.73+3 调剂 
            S853.74 中兽医药理学 
            S853.75 各种实用中草药 
            S853.76 兽用成药 
          S853.9 中兽医验方 
            S853.91 医方 
            S853.92 验方与单方 
            S853.93 外治方 
            S853.99 其他杂方 
        S854 兽医临床医学 
          S854.4 兽医诊断学 
            S854.4+1 物理诊断法 
            S854.4+2 电气诊断法 
            S854.4+3 实验室诊断法 
            S854.4+4 鉴别诊断法 
            S854.4+5 机能诊断法 
            S854.4+6 症状及预后 
          S854.5 兽医治疗学 
            S854.5+1 处方学 
            S854.5+2 投药法、用药法 
            S854.5+3 药物疗法、化学疗法 
            S854.5+4 物理疗法、运动疗法、 Σ亮品?
            [S854.5+5] 放射疗法 
            S854.5+6 组织疗法 
            S854.5+7 血清疗法 
            S854.5+9 其他疗法 
          S854.7 兽医放射学 
            S854.7+1 电离辐射的探察与测量 
            S854.7+2 放射病、放射损害 
            [S854.7+3] 放射性同位素对家畜、家禽的影响 
            S854.7+4 放射性同位素在兽医学上的应用 
            S854.7+5 兽医Ｘ线诊断学 
            S854.7+6 放射疗法 
            S854.7+7 各部及各科疾病的X线诊断与疗法 
            S854.7+8 放射解剖学 
          S854.8 兽医护理学 
          S854.9 兽医医疗机械 
        S855 兽医传染病学 
          S855.1 细菌病 
            S855.1+1 球菌 
            S855.1+2 杆菌病 
          S855.2 结核病 
          S855.3 病毒病 
          S855.4 真菌病 
        S855.9 兽医寄生虫病学 
          S855.9+1 临床寄生虫病各论 
          S855.9+9 人畜共患病 
        S856 兽医内科学 
          S856.1 遗传病 
          S856.2 循环系统疾病 
          S856.3 呼吸器官疾病 
          S856.4 消化器官及腹部疾病 
          S856.5 内分泌腺疾病及代谢病 
          S856.59 泌尿系统疾病 
          S856.6 全身性疾病 
          S856.9 其他 
        S857.1 兽医外科学 
          S857.11 外科感染 
            S857.11+1 溃疡 
            S857.11+2 化脓性蜂窝组织炎 
            [S857.11+3] 痈 
            S857.11+4 坏疽 
            S857.11+5 淋巴结炎 
            S857.11+6 瘘 
            S857.11+9 其他 
          S857.12 外科手术 
            S857.12+1 兽医外科仪器及用具 
            S857.12+2 手术室及其设备 
            S857.12+3 消毒法 
            S857.12+4 麻醉 
            S857.12+5 基本技术 
            S857.12+6 家畜保定法 
            S857.12+7 绷带术 
            S857.12+8 手术前后的处理及外科并发症 
            S857.12+9 去势（阉割）术 
            S857.12+9.9 除角 
          S857.13 整形外科学 
            S857.13+1 各部位的整形 
            S857.13+2 皮肤移植术 
            S857.13+3 组织移植术 
            S857.13+4 器官移植 
          S857.14 部位外科学（局部外科学） 
            S857.14+1 神经外科学 
            S857.14+2 血管及淋巴系外科学 
            S857.14+3 内分泌外科学 
            S857.14+4 头、颈、躯干及四肢外科学 
            S857.14+5 胸部外科学 
            S857.14+6 腹部外科学 
          S857.15 急救外科学 
          S857.16 骨科学（运动系疾病）、矫形学 
            S857.16+1  趋 疾病 
            S857.16+2 矫形学 
            S857.16+3 矫形外科手术 
  
            S857.16+4 骨折与脱位 
            S857.16+5 关节疾病及损伤 
            S857.16+6 肌肉疾病 
          S857.17 泌尿生殖器官疾病 
          S857.18 外伤外科学 
        S857.2 兽医母畜科学、产科学 
          S857.2+1 家畜产科学（兽医产科学） 
          S857.2+2 雌畜科学 
          S857.2+3 雌畜泌尿生殖器疾病 
          S857.2+4 骨盆腔疾病 
          S857.2+5 雌畜手术 
          S857.2+6 乳房疾病 
          S857.2+9 公畜疾病 
        S857.3 幼畜疾病 
          S857.3+1 新生畜疾病 
          S857.3+2 早产畜疾病 
          S857.3+3 幼畜的营养障碍 
          S857.3+4 幼畜内科学 
          S857.3+5 幼畜外科学 
          S857.3+9 幼畜其他疾病 
        S857.4 家畜肿瘤学 
        S857.5 皮肤病 
        S857.6 眼科学、眼疾病 
        S857.7 耳鼻喉疾病 
        S857.8 军事兽医学 
          S857.8+1 兽医卫生勤务行政 
          S857.8+2 兽医卫生勤务战术 
          S857.8+3 军马临床医学 
          S857.8+4 兽医野战内科学 
          S857.8+5 兽医野战外科学 
          S857.8+6 各种武器所致损伤 
        S858 各种家畜、家禽、野生动物的疾 
                S858.2/.9 各种家畜、家禽的疾病 
          S858.2 家畜 
            S858.21 马 
            S858.22 驴、骡 
            S858.23 牛 
            S858.24 骆驼 
            S858.25 鹿 
            S858.26 羊 
            S858.27 山羊 
            S858.28 猪 
            S858.291 兔 
            S858.292 犬 
            S858.293 猫 
            S858.299 其他 
          S858.3 家禽 
            S858.31 鸡 
            S858.32 鸭 
            S858.33 鹅 
            S858.39 其他 
          S858.9 野生动物疾病 
            S858.91 实验用动物 
            S858.92 毛皮动物 
            S858.93 观赏动物 
  
            S858.94 药用动物 
            S858.99 其他 
        S859 兽医药物学 
          S859.1 兽医药物基础科学 
          S859.2 兽医药典、药方集（处方集）、药物鉴定 
          [S859.3] 兽医中药学 
          S859.4 兽医生药学、药材学 
          S859.5 兽医药剂学 
            S859.5+1 配伍禁忌 
            S859.5+2 兽医调剂学 
            S859.5+3 兽医制剂学 
            S859.5+4 兽医药剂各论 
          S859.6 兽医药事组织 
          S859.7 兽医药理学 
          S859.79 兽用药品 
            S859.79+1 神经系用药及过敏性用药 
            S859.79+2 循环、呼吸、泌尿系用药 
            S859.79+3 内分泌用药及激素 
            S859.79+4 消化器官及代谢用药 
            S859.79+5 驱虫药剂 
            S859.79+6 抗生素 
            S859.79+7 生物药品 
            S859.79+8 外用药 
            S859.79+9.1 杀菌消毒剂 
            S859.79+9.9 其他 
          S859.8 兽医毒物学 
            S859.81 毒物分析 
            S859.82 毒性 
            S859.83 化学物安全评价 
            S859.84 动物性食品中化学物残留 
            S859.87 兽医毒物各论 
      S86 狩猎、野生动物驯养 
        S86-0 理论与方法论 
          [S86-019] 狩猎法规 
        {S86-64} 狩猎法制 
        S861 狩猎组织和人员 
        S862 野生动物资源调查及利用 
        S863 野生动物的保护和狩猎限制 
          S863+.1 地区限制 
          S863+.2 时间限制 
          S863+.3 猎法和工具限制 
          S863+.4 对猎物的限制 
          S863+.9 其他 
        S864 野生动物的驯养 
          S864.1 生理、解剖及生态环境 
          S864.3 遗传、育种 
          S864.4 饲料 
          S864.5 饲养管理 
          [S864.7] 疾病及其防治 
          S864.8 品种 
        S865 各种野生动物驯养 
                S865.1/.9 各种野生动物驯养 
          S865.1 实验用动物 
            S865.1+1 天竺鼠（豚鼠） 
            S865.1+2 大白鼠 
            S865.1+3 小白鼠 
            S865.1+4 地鼠 
            S865.1+5 鼬鼠 
            S865.1+6 试验猴 
            S865.1+9 其他 
          S865.2 毛皮动物 
            S865.2+1 鼬 
            S865.2+2 貂 
            S865.2+3 狐 
            S865.2+4 貉（狸） 
            S865.2+5 獾 
            S865.2+6 水獭 
            S865.2+7 麝鼠 
            S865.2+8 沼狸 
            S865.2+9 其他 
          S865.3 观赏动物 
            S865.3+1 哺乳动物 
            S865.3+2 爬行动物 
            S865.3+3 水生动物 
            S865.3+4 野禽 
            S865.3+5 鸣禽 
            S865.3+9 其他 
          S865.4 药用动物 
            S865.4+1 麝 
            S865.4+2 鹿 
            S865.4+9 其他 
          S865.9 其他 
        S866 狩猎方法、设备及用具 
          S866.1 捕猎、捕捉方法和用具 
          S866.2 用武器狩猎 
          S866.4 狩猎用骑乘动物及交通工具 
          S866.5 各种地区狩猎法 
            S866.5+1 平原狩猎 
            S866.5+2 森林狩猎 
            S866.5+3 沼泽及水上狩猎 
          S866.9 其他狩猎方法、用具 
        S867 各种禽兽狩猎法 
        S868 狩猎及其产品保藏法 
        S869 狩猎状况 
      S87 畜禽产品的综合利用 
        S872 家畜产品及其综合利用 
        S873 家禽产品及其综合利用 
        S874 野生动物产品及其综合利用 
        S879 副产品及其综合利用 
          S879.1 乳产品综合利用 
          S879.2 肉类的综合利用 
          S879.3 禽蛋及副产品的综合利用 
          S879.4 毛鬃及其综合利用 
          S879.5 肠衣及其综合利用 
          S879.6 油脂及其综合利用 
          S879.9 其他 
      S88 蚕桑 
